lead_id,platform,comment_text,city,district,province,customer_type,housing_type,demand_signals,lead_score,lead_grade,contact_intent,urgency,status,created_at
PV_LEAD_C8E38C34,douyin,我家在成都郊区别墅，想装一套光伏系统，能报个价吗？电话联系138xxxx,四川成都,,四川成都,别墅用户,别墅,安装需求|高意向,91,S,True,high,new,2026-07-20 10:59:17
PV_LEAD_A6851600,douyin,别墅想装光伏，报价多少？,四川成都,,四川成都,别墅用户,别墅,安装需求|价格咨询,81,S,True,high,new,2026-07-20 10:59:17
PV_LEAD_CA7682C9,douyin,别墅光伏安装报价联系电话,四川成都,,四川成都,别墅用户,别墅,安装需求|价格咨询|高意向,96,S,True,high,new,2026-07-20 10:59:17
PV_LEAD_49C4F604,douyin,我家在成都郊区别墅，想装一套光伏系统，能报个价吗？电话联系138xxxx,四川成都,,四川成都,别墅用户,别墅,安装需求|高意向,91,S,True,high,new,2026-07-20 10:59:26
PV_LEAD_F6979592,douyin,别墅想装光伏，报价多少？,四川成都,,四川成都,别墅用户,别墅,安装需求|价格咨询,81,S,True,high,new,2026-07-20 10:59:26
PV_LEAD_A66E3A4F,douyin,别墅光伏安装报价联系电话,四川成都,,四川成都,别墅用户,别墅,安装需求|价格咨询|高意向,96,S,True,high,new,2026-07-20 10:59:26
PV_LEAD_7D706A46,douyin,我家在成都郊区别墅，想装一套光伏系统，能报个价吗？电话联系138xxxx,四川成都,,四川成都,别墅用户,别墅,安装需求|高意向,91,S,True,high,new,2026-07-20 10:59:32
PV_LEAD_412E688F,douyin,别墅想装光伏，报价多少？,四川成都,,四川成都,别墅用户,别墅,安装需求|价格咨询,81,S,True,high,new,2026-07-20 10:59:32
PV_LEAD_A62787A4,douyin,别墅光伏安装报价联系电话,四川成都,,四川成都,别墅用户,别墅,安装需求|价格咨询|高意向,96,S,True,high,new,2026-07-20 10:59:32
PV_LEAD_FF135445,douyin,我家在成都郊区别墅，想装一套光伏系统，能报个价吗？电话联系138xxxx,四川成都,,四川成都,别墅用户,别墅,安装需求|高意向,91,S,True,high,new,2026-07-20 11:10:33
PV_LEAD_F55365F0,douyin,别墅想装光伏，报价多少？,四川成都,,四川成都,别墅用户,别墅,安装需求|价格咨询,81,S,True,high,new,2026-07-20 11:10:33
PV_LEAD_E0AC7189,douyin,别墅光伏安装报价联系电话,四川成都,,四川成都,别墅用户,别墅,安装需求|价格咨询|高意向,96,S,True,high,new,2026-07-20 11:10:33
PV_LEAD_BEF3502E,douyin,我在成都武侯区别墅，想装一套光伏，能报个价吗？电话联系138xxxx,四川成都,,四川成都,别墅用户,别墅,安装需求|联系方式请求,100,S,True,high,new,2026-07-20 11:20:03
PV_LEAD_C39A5453,douyin,重庆叠拼别墅，装光伏大概多少钱？能上门看看吗,重庆,,重庆,别墅用户,别墅,价格咨询|安装需求,96,S,True,high,new,2026-07-20 11:20:03
PV_LEAD_D05A278F,douyin,成都别墅想装光伏，怎么联系？,四川成都,,四川成都,别墅用户,别墅,安装需求|联系方式请求,96,S,True,high,new,2026-07-20 11:20:04
PV_LEAD_8C7A587C,douyin,成都别墅光伏安装报价联系电话,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,81,S,True,high,new,2026-07-20 11:20:04
PV_LEAD_DA00830B,douyin,我家在成都郊区别墅，想装一套光伏系统，能报个价吗？电话联系138xxxx,四川成都,,四川成都,别墅用户,别墅,安装需求|联系方式请求,91,S,True,high,new,2026-07-20 11:20:04
PV_LEAD_37288152,douyin,农村自建房想装光伏发电，大概多少钱？有补贴吗,重庆,,重庆,家庭用户,普通住宅,价格咨询|安装需求|政策了解,81,S,True,high,new,2026-07-20 11:20:04
PV_LEAD_EA018051,douyin,别墅想装光伏，报价多少？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,96,S,True,high,new,2026-07-20 11:20:04
PV_LEAD_AE335C76,douyin,别墅光伏安装报价联系电话,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,81,S,True,high,new,2026-07-20 11:20:04
PV_LEAD_93C2F311,douyin,我在成都武侯区别墅，想装一套光伏，能报个价吗？电话联系138xxxx,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,100,S,True,high,new,2026-07-20 11:21:21
PV_LEAD_DEC9A2A1,douyin,成都别墅想装光伏，怎么联系？,四川成都,,四川成都,别墅用户,别墅,安装需求|联系方式请求,96,S,True,high,new,2026-07-20 11:21:21
PV_LEAD_A92ADB2E,douyin,成都别墅光伏安装报价联系电话,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,81,S,True,high,new,2026-07-20 11:21:21
PV_LEAD_45BA9C5C,douyin,我家在成都郊区别墅，想装一套光伏系统，能报个价吗？电话联系138xxxx,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,91,S,True,high,new,2026-07-20 11:21:21
PV_LEAD_1CE5C2B7,douyin,农村自建房想装光伏发电，大概多少钱？有补贴吗,重庆,,重庆,家庭用户,普通住宅,价格咨询|安装需求|政策了解,81,S,True,high,new,2026-07-20 11:21:21
PV_LEAD_FEAD0B73,douyin,别墅想装光伏，报价多少？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,96,S,True,high,new,2026-07-20 11:21:22
PV_LEAD_2977749C,douyin,别墅光伏安装报价联系电话,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,81,S,True,high,new,2026-07-20 11:21:22
PV_LEAD_F1D84876,douyin,我在成都武侯区别墅，想装一套光伏，能报个价吗？电话联系138xxxx,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,100,S,True,high,new,2026-07-20 11:21:30
PV_LEAD_DF182D1F,douyin,成都别墅想装光伏，怎么联系？,四川成都,,四川成都,别墅用户,别墅,安装需求|联系方式请求,96,S,True,high,new,2026-07-20 11:21:30
PV_LEAD_6DD3F7FF,douyin,成都别墅光伏安装报价联系电话,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,81,S,True,high,new,2026-07-20 11:21:30
PV_LEAD_38E6E126,douyin,我家在成都郊区别墅，想装一套光伏系统，能报个价吗？电话联系138xxxx,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,91,S,True,high,new,2026-07-20 11:21:30
PV_LEAD_582EFD5D,douyin,农村自建房想装光伏发电，大概多少钱？有补贴吗,重庆,,重庆,家庭用户,普通住宅,价格咨询|安装需求|政策了解,81,S,True,high,new,2026-07-20 11:21:30
PV_LEAD_8D0FF306,douyin,别墅想装光伏，报价多少？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,96,S,True,high,new,2026-07-20 11:21:31
PV_LEAD_18DBCF5D,douyin,别墅光伏安装报价联系电话,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,81,S,True,high,new,2026-07-20 11:21:31
PV_LEAD_687E1093,douyin,我在成都武侯区别墅，想装一套光伏，能报个价吗？电话联系138xxxx,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,100,S,True,high,new,2026-07-20 11:21:43
PV_LEAD_C6C0991D,douyin,成都别墅想装光伏，怎么联系？,四川成都,,四川成都,别墅用户,别墅,安装需求|联系方式请求,96,S,True,high,new,2026-07-20 11:21:43
PV_LEAD_7B722FB0,douyin,成都别墅光伏安装报价联系电话,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,81,S,True,high,new,2026-07-20 11:21:43
PV_LEAD_713FC7F5,douyin,我家在成都郊区别墅，想装一套光伏系统，能报个价吗？电话联系138xxxx,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,91,S,True,high,new,2026-07-20 11:21:43
PV_LEAD_F56DC48E,douyin,农村自建房想装光伏发电，大概多少钱？有补贴吗,重庆,,重庆,家庭用户,普通住宅,价格咨询|安装需求|政策了解,81,S,True,high,new,2026-07-20 11:21:44
PV_LEAD_0806341B,douyin,别墅想装光伏，报价多少？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,96,S,True,high,new,2026-07-20 11:21:44
PV_LEAD_B466E850,douyin,别墅光伏安装报价联系电话,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,81,S,True,high,new,2026-07-20 11:21:44
PV_LEAD_6EAF9B41,douyin,我家在成都武侯区别墅，想装一套光伏，能报个价吗？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,100,S,True,high,new,2026-07-20 11:25:35
PV_LEAD_22B7E81F,douyin,我在成都武侯区别墅，想装一套光伏，能报个价吗？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,100,S,True,high,new,2026-07-20 11:25:52
PV_LEAD_F7101271,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 11:26:03
PV_LEAD_72F565F1,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 11:26:03
PV_LEAD_5BFD9E40,xiaohongshu,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 11:26:03
PV_LEAD_BAE68181,kuaishou,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 11:26:03
PV_LEAD_05AED809,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 11:26:31
PV_LEAD_AE6E1A9C,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 11:26:47
PV_LEAD_3AF61641,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 11:27:03
PV_LEAD_2E12496F,douyin,想装光伏,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 11:27:18
PV_LEAD_03B3AADA,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 11:37:18
PV_LEAD_2BC7506B,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 11:37:18
PV_LEAD_398FD32C,xiaohongshu,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 11:37:18
PV_LEAD_F4535E8B,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 11:37:18
PV_LEAD_181EAFA9,douyin,我在成都武侯区别墅，想装一套光伏，能报个价吗？电话联系138xxxx,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,100,S,True,high,new,2026-07-20 11:37:29
PV_LEAD_F632DAA7,douyin,成都别墅想装光伏，怎么联系？,四川成都,,四川成都,别墅用户,别墅,安装需求|联系方式请求,96,S,True,high,new,2026-07-20 11:37:29
PV_LEAD_1658DA64,douyin,成都别墅光伏安装报价联系电话,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,81,S,True,high,new,2026-07-20 11:37:29
PV_LEAD_A0F207C8,douyin,我家在成都郊区别墅，想装一套光伏系统，能报个价吗？电话联系138xxxx,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,91,S,True,high,new,2026-07-20 11:37:29
PV_LEAD_CE895D1A,douyin,农村自建房想装光伏发电，大概多少钱？有补贴吗,重庆,,重庆,家庭用户,普通住宅,价格咨询|安装需求|政策了解,81,S,True,high,new,2026-07-20 11:37:29
PV_LEAD_96D0080B,douyin,别墅想装光伏，报价多少？,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求,96,S,True,high,new,2026-07-20 11:37:29
PV_LEAD_9130FC58,douyin,别墅光伏安装报价联系电话,四川成都,,四川成都,别墅用户,别墅,价格咨询|安装需求|联系方式请求,81,S,True,high,new,2026-07-20 11:37:29
PV_LEAD_E8065A42,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 11:37:50
PV_LEAD_4BA0F6C0,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 11:37:50
PV_LEAD_029026CE,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 11:37:50
PV_LEAD_07DF9315,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 11:37:50
PV_LEAD_EFB500B0,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 11:37:50
PV_LEAD_430FA948,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 11:37:50
PV_LEAD_842A33D3,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 11:37:50
PV_LEAD_528CE214,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 11:37:50
PV_LEAD_15E1023F,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 11:37:58
PV_LEAD_5E7DEF4A,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 11:37:58
PV_LEAD_3E34604A,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 11:37:58
PV_LEAD_6DCBF4E3,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 11:37:58
PV_LEAD_5100534F,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 11:37:58
PV_LEAD_D45171BD,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 11:37:58
PV_LEAD_6F4396B7,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 11:37:58
PV_LEAD_2EBE31DC,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 11:37:58
PV_LEAD_662E3734,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 11:37:58
PV_LEAD_8E039068,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 11:38:03
PV_LEAD_E8677499,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 11:38:04
PV_LEAD_6205ADE4,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 11:38:04
PV_LEAD_A209A18F,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 11:38:04
PV_LEAD_263C5B76,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 11:38:04
PV_LEAD_A1898447,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 11:38:04
PV_LEAD_81DAC766,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 11:38:04
PV_LEAD_DBCB7461,douyin,想装光伏，了解一下,四川成都,,四川成都,家庭用户,普通住宅,安装需求,86,S,True,high,new,2026-07-20 11:38:04
